frame,cell_x,cell_y,density,avg_velocity,congestion,turbulence,flow_conflict,density_n,congestion_n,turbulence_n,flow_conflict_n,risk,risk_level
10,3,0,1,1.180665964792045,0.8469724376714419,0.0,0.0,0.14285693877580175,8.469724375867447e-06,0.0,0.0,0.0357167756112632,SAFE
10,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
10,0,1,1,0.9667374557139896,1.0343963090768642,0.0,0.0,0.14285693877580175,1.0343963089734245e-05,0.0,0.0,0.035717337882877356,SAFE
10,1,1,2,2.062457901718101,0.9697120611350784,0.9562499999999596,0.5323684985484465,0.2857138775516035,9.697120610381072e-06,0.0009117661729810389,0.5345257864976595,0.20524517838309508,SAFE
10,2,1,2,2.0493361394317677,0.9759210323320736,4.078924999999916,0.902437721277165,0.2857138775516035,9.759210322344814e-06,0.0038891773460149174,0.906094620636039,0.2987328877792103,SAFE
10,3,1,1,1.3641710965118372,0.7330405050744102,0.0,0.0,0.14285693877580175,7.330405050011061e-06,0.0,0.0,0.03571643381546544,SAFE
10,4,1,1,0.1431767788649716,6.983885020159735,0.0,0.0,0.14285693877580175,6.983885019461346e-05,0.0,0.0,0.03573518634900882,SAFE
10,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
10,1,2,1,3.6402383125250735,0.2747065348699648,0.0,0.0,0.14285693877580175,2.7470653484249416e-06,0.0,0.0,0.03571505881355496,SAFE
10,2,2,1,1.9985795238614943,0.5003528678904962,0.0,0.0,0.14285693877580175,5.003528678404609e-06,0.0,0.0,0.035715735752553955,SAFE
10,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
10,4,2,1,0.0806217712652558,12.402059192154931,0.0,0.0,0.14285693877580175,0.00012402059190914726,0.0,0.0,0.03575144087152318,SAFE
10,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
10,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
10,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
10,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
10,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
10,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
10,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
10,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
10,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
10,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
12,1,0,3,1.8069477767325344,1.660249087515928,2.183777777777806,0.7486933928959296,0.4285708163274053,1.660249087349903e-05,0.0020821905433574817,0.7517272824640646,0.29549594355380104,SAFE
12,2,0,2,1.6650404164201806,1.201164829771313,2.342925000000091,0.8013163967552793,0.2857138775516035,1.2011648296511964e-05,0.0022339343904123126,0.8045635276635512,0.2730197416763601,SAFE
12,3,0,1,1.6138301988689177,0.6196400366658755,0.0,0.0,0.14285693877580175,6.196400366039115e-06,0.0,0.0,0.03571609361406025,SAFE
12,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
12,0,1,1,1.4980504386278988,0.6675298100228308,0.0,0.0,0.14285693877580175,6.6752980995607784e-06,0.0,0.0,0.0357162372833803,SAFE
12,1,1,3,2.4730674213342403,1.213063519208987,7.403044444444432,0.8782704407245925,0.4285708163274053,1.2130635190876806e-05,0.007058661962373779,0.8818294083252135,0.32901542774618675,WARNING
12,2,1,2,5.891298314479454,0.3394831662577341,2.8092499999999765,0.5002410989846242,0.2857138775516035,3.394831662237858e-06,0.002678566401513276,0.5022681988176967,0.19753225082212636,SAFE
12,3,1,1,1.6114738790247771,0.6205460774483023,0.0,0.0,0.14285693877580175,6.205460773862476e-06,0.0,0.0,0.0357160963321826,SAFE
12,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
12,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
12,1,2,1,4.512448642822295,0.221608679248649,0.0,0.0,0.14285693877580175,2.2160867922648814e-06,0.0,0.0,0.035714899519988116,SAFE
12,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
12,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
12,4,2,1,0.6200744391727124,1.612683590857647,0.0,0.0,0.14285693877580175,1.6126835906963786e-05,0.0,0.0,0.035719072744722524,SAFE
12,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
12,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
12,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
12,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
12,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
12,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
12,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
12,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
12,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
12,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
14,1,0,3,1.3824373321749377,2.170064587762808,1.1265777777777604,0.725336981273442,0.4285708163274053,2.1700645875458018e-05,0.0010741704669385154,0.7282762249234442,0.2894331045998627,SAFE
14,2,0,2,2.218931461535228,0.9013306726065012,4.853299999999942,0.940179819608734,0.2857138775516035,9.013306725163682e-06,0.004627529168448638,0.943989659222583,0.3083540940192539,WARNING
14,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
14,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
14,0,1,2,2.088834911996612,0.9574669658401352,0.4858250000000018,0.5000402043640764,0.2857138775516035,9.574669657443885e-06,0.00046322488992264944,0.5020664901227903,0.19704060929748018,SAFE
14,1,1,2,2.066157304066456,0.9679758246410002,0.276250000000003,0.5114976602236406,0.2857138775516035,9.679758245442025e-06,0.00026339911663898074,0.5135703744083825,0.19987664674079791,SAFE
14,2,1,3,3.7375365836402983,0.8026655809806811,8.359111111111169,0.7070785171065573,0.4285708163274053,8.026655809004145e-06,0.0079702533305113,0.7099437729739884,0.2862251059881934,SAFE
14,3,1,1,2.5130805175907973,0.3979164272040075,0.0,0.0,0.14285693877580175,3.979164271642158e-06,0.0,0.0,0.03571542844323193,SAFE
14,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
14,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
14,1,2,1,3.964452756776788,0.252240987329397,0.0,0.0,0.14285693877580175,2.5224098730417286e-06,0.0,0.0,0.035714991416912346,SAFE
14,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
14,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
14,4,2,1,0.5199948000519813,1.9230591715692569,0.0,0.0,0.14285693877580175,1.923059171376951e-05,0.0,0.0,0.03572000387146457,SAFE
14,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
14,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
14,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
14,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
14,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
14,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
14,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
14,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
14,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
14,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
16,1,0,3,1.5712775262677492,1.909262276857658,1.742288888888888,0.8191985127845082,0.4285708163274053,1.9092622766667316e-05,0.0016612392914506406,0.8225181064202357,0.31311020633203035,WARNING
16,2,0,2,2.048200996330009,0.9764618994740318,4.099999999999924,0.9236534210848748,0.2857138775516035,9.764618993763855e-06,0.003909271957356704,0.9273962916716747,0.304062326082989,WARNING
16,3,0,1,1.4340358679673704,0.6973277649880258,0.0,0.0,0.14285693877580175,6.973277649182931e-06,0.0,0.0,0.03571632667724519,SAFE
16,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
16,0,1,2,2.128299717206533,0.9397128546803124,0.3312500000000077,0.5001086075467914,0.2857138775516035,9.39712854586341e-06,0.0003158405697254786,0.5021351704920072,0.1970282492634115,SAFE
16,1,1,2,2.308738477047899,0.8662701978507928,1.272624999999998,0.5583043883236468,0.2857138775516035,8.662701977641659e-06,0.0012134237133490631,0.5605667748701975,0.21181544665871332,SAFE
16,2,1,2,1.93076688111638,1.035852469314629,0.0328000000000028,0.50009950868637,0.2857138775516035,1.0358524692110436e-05,3.127417565885688e-05,0.5021260347607678,0.19696934047063222,SAFE
16,3,1,1,2.488990979866916,0.4017676200567301,0.0,0.0,0.14285693877580175,4.017676200165534e-06,0.0,0.0,0.03571543999681048,SAFE
16,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
16,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
16,1,2,2,5.093036165144325,0.3926922975266855,6.3966250000000535,0.5509749731131521,0.2857138775516035,3.926922974874163e-06,0.0060990601790798776,0.5532076590685681,0.21095137426775135,SAFE
16,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
16,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
16,4,2,1,1.1346251594188126,0.8813405716355767,0.0,0.0,0.14285693877580175,8.813405715474426e-06,0.0,0.0,0.035716878715665076,SAFE
16,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
16,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
16,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
16,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
16,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
16,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
16,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
16,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
16,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
16,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
18,1,0,3,1.2151372157251343,2.4688366653663123,0.8527111111111118,0.7506730816353976,0.4285708163274053,2.4688366651194284e-05,0.000813043813266636,0.7537149933886778,0.2957414677016694,SAFE
18,2,0,2,2.449717990031884,0.8164171729017021,6.000800000000128,0.9959541087414172,0.2857138775516035,8.164171728200604e-06,0.005721648576026108,0.9999899594775432,0.32257273822401034,WARNING
18,3,0,1,2.681838204321437,0.3728771816349018,0.0,0.0,0.14285693877580175,3.728771815976141e-06,0.0,0.0,0.035715353325495226,SAFE
18,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
18,0,1,2,2.2291077964891084,0.8972159314101874,0.3869000000000006,0.5016037704249485,0.2857138775516035,8.972159313204657e-06,0.00036890178543935097,0.5036363921374803,0.1974140394271528,SAFE
18,1,1,2,1.7214280348813886,1.1618193391072626,1.1539999999999917,0.5687898788128438,0.2857138775516035,1.1618193389910807e-05,0.0011003170338511432,0.5710947551429477,0.214425707038425,SAFE
18,2,1,3,1.9323643611390324,1.5524942062632516,0.720488888888893,0.6949130514768107,0.4285708163274053,1.5524942061080023e-05,0.0006869724412001198,0.6977290098886801,0.2817170085248797,SAFE
18,3,1,1,2.270175527474866,0.44049263282561,0.0,0.0,0.14285693877580175,4.4049263278156075e-06,0.0,0.0,0.03571555617184878,SAFE
18,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
18,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
18,1,2,2,4.982642065621056,0.4013926667285192,3.039700000000032,0.5293398906257729,0.2857138775516035,4.013926666883799e-06,0.002898296089945736,0.5314849059116104,0.20488055926179266,SAFE
18,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
18,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
18,4,2,1,1.5008180937993858,0.6662988280479702,0.0,0.0,0.14285693877580175,6.662988279813403e-06,0.0,0.0,0.03571623359043438,SAFE
18,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
18,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
18,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
18,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
18,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
18,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
18,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
18,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
18,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
18,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
20,0,0,1,0.5188396824460875,1.9273404876833624,0.0,0.0,0.14285693877580175,1.9273404874906283e-05,0.0,0.0,0.03572001671541291,SAFE
20,1,0,4,1.4437645868370086,2.7705155891149995,1.3809687500000185,0.8442103991102629,0.571427755103207,2.770515588837948e-05,0.0013167274166734422,0.8476313470543403,0.355036432569488,WARNING
20,2,0,2,2.48606503429265,0.8044809478443797,6.089524999999939,0.938286682148984,0.2857138775516035,8.044809477639317e-06,0.005806246174664093,0.9420888503047373,0.3081143446418613,WARNING
20,3,0,1,2.715852072962094,0.3682072112407886,0.0,0.0,0.14285693877580175,3.6820721120396788e-06,0.0,0.0,0.03571533931558405,SAFE
20,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
20,0,1,2,2.0307565221715183,0.984849798420638,0.1299999999999987,0.5016432933995139,0.2857138775516035,9.84849798322153e-06,0.00012395252547716483,0.5036760752688487,0.19737523325960343,SAFE
20,1,1,3,1.1534337493318525,2.600907067845996,0.6226444444444105,0.6806423041271277,0.4285708163274053,2.600907067585905e-05,0.0005936796258708593,0.6834004339646774,0.27811935121939757,SAFE
20,2,1,3,2.0034247362760924,1.4974283642382504,1.6232444444444707,0.7210892911152917,0.4285708163274053,1.4974283640885076e-05,0.0015477326796590118,0.7240113220811942,0.28845957342317396,SAFE
20,3,1,1,1.8504138777655903,0.5404167185777522,0.0,0.0,0.14285693877580175,5.404167185237105e-06,0.0,0.0,0.035715855944106006,SAFE
20,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
20,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
20,1,2,2,5.516436030575481,0.3625522644316268,3.042124999999987,0.5221508459564662,0.2857138775516035,3.625522643953716e-06,0.002900608281286325,0.5242667294670883,0.2030763610677234,SAFE
20,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
20,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
20,4,2,1,2.281752806848728,0.4382576475514863,0.0,0.0,0.14285693877580175,4.382576475076605e-06,0.0,0.0,0.03571554946689296,SAFE
20,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
20,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
20,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
20,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
20,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
20,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
20,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
20,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
20,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
20,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
22,1,0,4,1.816226009633975,2.202356950739082,1.4531687500000072,0.7889756807345021,0.571427755103207,2.2023569505188463e-05,0.001385568742361519,0.7921728040295721,0.34118386060251865,WARNING
22,2,0,2,2.379014421842253,0.8406807351944935,5.612850000000017,0.9539911282723328,0.2857138775516035,8.406807351104253e-06,0.005351745635573182,0.9578569347020698,0.3119655742327383,WARNING
22,3,0,1,2.982184120853097,0.3353235770292298,0.0,0.0,0.14285693877580175,3.3532357699569744e-06,0.0,0.0,0.03571524066468142,SAFE
22,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
22,0,1,1,1.5814392118416345,0.6323314036974205,0.0,0.0,0.14285693877580175,6.323314036341873e-06,0.0,0.0,0.03571613168816134,SAFE
22,1,1,2,1.7281330181330046,1.1573116223683242,1.3132249999999923,0.599242070791183,0.2857138775516035,1.157311622252593e-05,0.0012521350405365421,0.6016703468847235,0.22209995505205582,SAFE
22,2,1,3,2.25176061227956,1.3322849066597315,2.025844444444423,0.7087728499461069,0.4285708163274053,1.332284906526503e-05,0.0019316041162520975,0.71164497166647,0.2854442646764388,SAFE
22,3,1,1,1.9616123575146271,0.5097821179337487,0.0,0.0,0.14285693877580175,5.097821178827705e-06,0.0,0.0,0.035715764040304084,SAFE
22,4,1,1,2.661777281841116,0.3756874213135153,0.0,0.0,0.14285693877580175,3.7568742127594654e-06,0.0,0.0,0.035715361756214266,SAFE
22,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
22,1,2,1,6.22962469428479,0.1605230561781452,0.0,0.0,0.14285693877580175,1.6052305616209288e-06,0.0,0.0,0.03571471626311892,SAFE
22,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
22,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
22,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
22,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
22,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
22,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
22,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
22,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
22,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
22,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
22,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
22,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
22,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
24,1,0,5,1.291667500324028,3.8709352750556607,1.0517759999999856,0.8702807569433533,0.7142846938790088,3.8709352746685673e-05,0.0010028483956636158,0.8738073483823752,0.39723519305030275,WARNING
24,2,0,2,3.0651119675153518,0.6525025826692435,9.33002500000001,0.9563749186042864,0.2857138775516035,6.525025826039933e-06,0.008896001242423828,0.9602503847381016,0.3132722233286589,WARNING
24,3,0,1,1.8843643445643168,0.5306801182496508,0.0,0.0,0.14285693877580175,5.306801181965827e-06,0.0,0.0,0.035715826734305026,SAFE
24,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
24,0,1,1,0.999289761930727,1.0007007287462173,0.0,0.0,0.14285693877580175,1.0007007286461472e-05,0.0,0.0,0.03571723679613637,SAFE
24,1,1,2,1.800380017587227,1.110870411667955,2.024125000000013,0.6561180698808895,0.2857138775516035,1.110870411556868e-05,0.0019299646587036185,0.6587768214961227,0.23651200030490693,SAFE
24,2,1,3,2.8001614941360504,1.07136295269144,2.8291111111111253,0.6854868069203646,0.4285708163274053,1.0713629525843037e-05,0.002697503592905657,0.6882645678734373,0.2797515608576495,SAFE
24,3,1,1,1.6146974499212925,0.6193072311945698,0.0,0.0,0.14285693877580175,6.19307231132639e-06,0.0,0.0,0.03571609261564383,SAFE
24,4,1,2,1.7257786071820231,1.158890487326676,0.0366249999999907,0.5001866364674421,0.2857138775516035,1.158890487210787e-05,3.4921240350769655e-05,0.5022135156050145,0.19699230920868627,SAFE
24,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
24,1,2,1,5.377166699914935,0.1859711993499897,0.0,0.0,0.14285693877580175,1.8597119933139258e-06,0.0,0.0,0.03571479260754843,SAFE
24,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
24,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
24,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
24,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
24,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
24,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
24,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
24,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
