frame,obj_id,cx,cy,velocity,dx,dy
138,0,736.08,314.82,5.024758700674106,-4.990000000000009,-0.5900000000000318
140,0,731.6,314.34,4.505640908905211,-4.480000000000018,-0.4800000000000182
144,0,725.73,314.23,5.8710305739282305,-5.8700000000000045,-0.1099999999999568
146,0,720.7,314.07,5.032544088232087,-5.029999999999973,-0.160000000000025
164,0,701.66,312.37,19.115742203744087,-19.040000000000077,-1.6999999999999886
166,0,689.62,312.27,12.040415275230298,-12.039999999999964,-0.10000000000002274
168,0,678.88,312.51,10.742681229562766,-10.740000000000009,0.2400000000000091
170,0,670.29,312.73,8.592816767509973,-8.590000000000032,0.22000000000002728
172,0,663.93,313.13,6.3725662020884615,-6.360000000000014,0.39999999999997726
174,0,658.84,315.08,5.450743068609923,-5.089999999999918,1.9499999999999886
176,0,654.08,316.58,4.990751446425669,-4.759999999999991,1.5
180,0,647.31,313.84,7.303458085044464,-6.7700000000000955,-2.740000000000009
182,0,641.05,311.15,6.81349396418606,-6.259999999999991,-2.6899999999999977
184,0,634.9,310.23,6.2184322783157855,-6.149999999999977,-0.9199999999999591
186,0,630.1,310.16,4.800510389531468,-4.7999999999999545,-0.06999999999999318
188,0,626.57,310.88,3.60267955832874,-3.5299999999999727,0.7199999999999704
190,0,622.77,311.39,3.8340709435273244,-3.800000000000068,0.5099999999999909
194,0,618.21,311.01,4.575805939941018,-4.559999999999945,-0.37999999999999545
196,0,615.4,310.58,2.842709974654526,-2.810000000000059,-0.4300000000000068
198,0,613.69,310.23,1.7454512310573767,-1.7099999999999227,-0.3499999999999659
200,0,610.96,309.61,2.7995178156247023,-2.730000000000018,-0.6200000000000045
202,0,607.89,308.93,3.144407734375476,-3.07000000000005,-0.6800000000000068
204,0,604.69,307.74,3.4141031033053992,-3.199999999999932,-1.1899999999999977
206,0,601.6,306.54,3.3148303123991383,-3.090000000000032,-1.1999999999999886
208,0,599.42,305.81,2.298978033822921,-2.1800000000000637,-0.7300000000000182
210,0,597.82,304.8,1.8921152184789622,-1.599999999999909,-1.009999999999991
212,0,595.2,303.93,2.7606702084819967,-2.6200000000000045,-0.8700000000000045
214,0,591.9,302.09,3.7783064989490422,-3.300000000000068,-1.8400000000000318
216,0,587.24,301.71,4.675467891024352,-4.659999999999968,-0.37999999999999545
218,0,583.09,301.48,4.156368607330177,-4.149999999999977,-0.22999999999996135
220,0,581.35,301.96,1.8049930747789573,-1.740000000000009,0.47999999999996135
222,0,579.58,302.23,1.7904747973652007,-1.7699999999999818,0.27000000000003865
224,0,576.54,302.88,3.1087135603011804,-3.0400000000000773,0.6499999999999773
226,0,573.67,302.48,2.897740499078551,-2.8700000000000045,-0.39999999999997726
228,0,570.59,302.86,3.1033530253581447,-3.0799999999999272,0.37999999999999545
230,0,567.98,302.58,2.6249761903682263,-2.6100000000000136,-0.28000000000002956
232,0,565.81,302.01,2.243613157387055,-2.1700000000000728,-0.5699999999999932
234,0,563.78,301.34,2.1377090541043957,-2.0299999999999727,-0.6700000000000159
236,0,561.44,301.4,2.3407691043756573,-2.339999999999918,0.060000000000002274
238,0,557.84,300.69,3.669345990772761,-3.6000000000000227,-0.7099999999999795
240,0,553.65,300.03,4.241662409952081,-4.190000000000055,-0.660000000000025
242,0,549.71,299.32,4.003461002682492,-3.939999999999941,-0.7099999999999795
244,0,546.45,298.62,3.3343065246014687,-3.259999999999991,-0.6999999999999886
246,0,542.97,297.93,3.5477457631572364,-3.480000000000018,-0.6899999999999977
248,0,540.62,297.24,2.449203952307791,-2.3500000000000227,-0.6899999999999977
250,0,539.5,296.79,1.20702112657567,-1.1200000000000045,-0.44999999999998863
252,0,535.32,296.2,4.221433405846836,-4.17999999999995,-0.5900000000000318
254,0,530.93,295.66,4.42308715717889,-4.3900000000001,-0.5399999999999636
256,0,528.21,295.37,2.735415873317902,-2.7199999999999136,-0.29000000000002046
258,0,526.64,296.51,1.9402319448973429,-1.57000000000005,1.1399999999999864
260,0,524.51,296.85,2.1569654610122995,-2.1299999999999955,0.34000000000003183
262,0,523.31,297.19,1.2472369462135462,-1.2000000000000455,0.339999999999975
264,0,521.86,297.42,1.468128059809433,-1.4499999999999318,0.2300000000000182
266,0,520.22,297.06,1.679047348945218,-1.6399999999999864,-0.36000000000001364
268,0,518.51,296.57,1.778819833485149,-1.7100000000000364,-0.4900000000000091
270,0,516.27,295.54,2.4654614172604656,-2.240000000000009,-1.0299999999999727
272,0,513.79,294.69,2.6216216355531032,-2.480000000000018,-0.8500000000000227
274,0,510.08,294.4,3.7213169711810172,-3.7099999999999795,-0.29000000000002046
276,0,506.26,293.91,3.85129848233033,-3.819999999999993,-0.48999999999995225
278,0,502.87,293.57,3.4070074845823175,-3.3899999999999864,-0.34000000000003183
280,0,500.38,293.54,2.490180716333665,-2.490000000000009,-0.029999999999972715
282,0,497.89,293.12,2.5251732613822875,-2.490000000000009,-0.4200000000000159
284,0,495.55,293.04,2.3413671220036982,-2.339999999999975,-0.07999999999998408
286,0,492.62,292.87,2.934927597062668,-2.930000000000007,-0.17000000000001592
288,0,489.57,293.02,3.0536862969205045,-3.0500000000000114,0.14999999999997726
290,0,487.14,293.23,2.4390571949013515,-2.430000000000007,0.21000000000003638
292,0,485.0,293.8,2.2146105752479226,-2.1399999999999864,0.5699999999999932
294,0,483.18,293.85,1.8206866836443816,-1.8199999999999932,0.05000000000001137
296,0,480.72,293.12,2.5660280590827385,-2.4599999999999795,-0.7300000000000182
298,0,477.84,291.82,3.1598101208775713,-2.8800000000000523,-1.3000000000000114
300,0,474.85,291.07,3.0826287483249932,-2.9899999999999523,-0.75
302,0,471.91,290.71,2.9619588113273956,-2.9399999999999977,-0.36000000000001364
304,0,471.03,290.31,0.966643677887604,-0.8800000000000523,-0.39999999999997726
306,0,469.16,289.8,1.9382982226684817,-1.8699999999999477,-0.5099999999999909
308,0,466.8,288.05,2.9380435667294087,-2.3600000000000136,-1.75
310,0,465.33,287.62,1.531600470096587,-1.4700000000000273,-0.4300000000000068
312,0,463.7,287.83,1.643471934655404,-1.6299999999999955,0.20999999999997954
314,0,461.46,287.84,2.240022321317366,-2.240000000000009,0.009999999999990905
316,0,459.14,287.45,2.3525518060182984,-2.319999999999993,-0.38999999999998636
318,0,455.84,287.14,3.314528624103294,-3.3000000000000114,-0.3100000000000023
320,0,450.71,286.54,5.16496853814231,-5.1299999999999955,-0.5999999999999659
322,0,448.69,286.51,2.0202227599945326,-2.019999999999982,-0.03000000000002956
324,0,447.89,286.27,0.8352245207128575,-0.8000000000000114,-0.2400000000000091
326,0,447.23,286.36,0.6661080993352083,-0.6599999999999682,0.09000000000003183
328,0,446.26,286.53,0.9847842403288342,-0.9700000000000273,0.16999999999995907
330,0,445.07,286.35,1.2035364556173513,-1.1899999999999977,-0.17999999999994998
332,0,443.22,286.19,1.8569060288554942,-1.849999999999966,-0.160000000000025
334,0,440.73,285.69,2.539704707244534,-2.490000000000009,-0.5
336,0,438.2,285.13,2.59123522668247,-2.5300000000000296,-0.5600000000000023
338,0,436.41,284.37,1.944659353202986,-1.7899999999999636,-0.7599999999999909
340,0,434.48,283.3,2.2067623342807017,-1.9300000000000068,-1.0699999999999932
342,0,432.56,282.5,2.080000000000019,-1.920000000000016,-0.8000000000000114
344,0,430.93,281.43,1.9498205045593224,-1.6299999999999955,-1.0699999999999932
346,0,430.03,280.02,1.6727522231341174,-0.9000000000000341,-1.410000000000025
348,0,428.79,278.89,1.6776471619502926,-1.2399999999999523,-1.1299999999999955
352,0,428.57,278.48,0.4652956049652585,-0.22000000000002728,-0.40999999999996817
354,0,428.32,277.8,0.7244998274672046,-0.25,-0.6800000000000068
356,0,428.15,277.66,0.22022715545545601,-0.17000000000001592,-0.13999999999998636
358,0,428.4,276.9,0.8000624975588299,0.25,-0.7600000000000477
360,0,429.5,275.83,1.5345683432157837,1.1000000000000227,-1.0699999999999932
362,0,429.59,274.38,1.4527904184705935,0.08999999999997499,-1.4499999999999886
364,0,429.77,272.48,1.9085072700935453,0.18000000000000682,-1.8999999999999773
366,0,429.87,270.66,1.822745182410306,0.10000000000002274,-1.8199999999999932
368,0,429.92,269.23,1.4308738588708723,0.05000000000001137,-1.4300000000000068
370,0,430.28,267.97,1.3104197800704727,0.3599999999999568,-1.259999999999991
372,0,430.85,267.38,0.820365772079805,0.57000000000005,-0.5900000000000318
374,0,431.37,266.65,0.8962700485902715,0.5199999999999818,-0.7300000000000182
376,0,431.83,265.79,0.9752948272188809,0.45999999999997954,-0.8599999999999568
378,0,432.03,265.1,0.7184010022264671,0.19999999999998863,-0.6899999999999977
380,0,431.89,264.28,0.8318653737234639,-0.13999999999998636,-0.82000000000005
382,0,431.97,263.95,0.33955853692698706,0.08000000000004093,-0.3299999999999841
384,0,432.2,263.42,0.5777542730261311,0.22999999999996135,-0.5299999999999727
386,0,432.65,261.16,2.3043654224102452,0.44999999999998863,-2.259999999999991
388,0,433.02,255.12,6.051322169575856,0.37000000000000455,-6.0400000000000205
390,0,433.2,249.54,5.582902470937509,0.18000000000000682,-5.5800000000000125
392,0,433.3,245.26,4.281168064909391,0.10000000000002274,-4.280000000000001
414,0,441.0,245.86,7.723341245859841,7.699999999999989,0.6000000000000227
416,0,447.04,245.42,6.05600528401357,6.0400000000000205,-0.44000000000002615
418,0,451.29,244.65,4.319189738828334,4.25,-0.7699999999999818
420,0,454.21,243.86,3.024979338772374,2.919999999999959,-0.789999999999992
422,0,456.77,242.76,2.78632374285546,2.5600000000000023,-1.1000000000000227
424,0,458.87,241.58,2.4088171371027824,2.1000000000000227,-1.1799999999999784
426,0,460.3,240.95,1.5626259949201056,1.4300000000000068,-0.6300000000000239
428,0,461.58,240.5,1.3567977004697198,1.2799999999999727,-0.44999999999998863
430,0,462.68,240.19,1.1428473213863921,1.1000000000000227,-0.3100000000000023
432,0,463.48,239.84,0.8732124598286573,0.8000000000000114,-0.3499999999999943
434,0,464.48,239.66,1.0160708636704443,1.0,-0.18000000000000682
436,0,465.16,239.57,0.6859300255857079,0.6800000000000068,-0.09000000000000341
438,0,466.05,239.21,0.9600520819205409,0.8899999999999864,-0.3599999999999852
440,0,466.93,238.73,1.002397126891338,0.8799999999999955,-0.4800000000000182
442,0,467.82,238.05,1.120044641967429,0.8899999999999864,-0.6799999999999784
444,0,468.67,237.21,1.1950313803411377,0.8500000000000227,-0.8400000000000034
446,0,469.77,236.46,1.3313526955694066,1.099999999999966,-0.75
448,0,471.0,235.35,1.6568041525781119,1.2300000000000182,-1.1100000000000136
450,0,472.33,233.92,1.9528952864913105,1.329999999999984,-1.4300000000000068
452,0,473.58,233.07,1.5116216457830942,1.25,-0.8499999999999943
454,0,475.24,232.33,1.817470770053828,1.660000000000025,-0.7399999999999807
456,0,476.32,230.75,1.913844298787131,1.079999999999984,-1.5800000000000125
458,0,477.86,230.21,1.6319313711060446,1.5400000000000205,-0.539999999999992
460,0,479.78,229.95,1.9375241933972986,1.919999999999959,-0.2600000000000193
462,0,481.38,230.07,1.6044936896105493,1.6000000000000227,0.12000000000000455
464,0,483.08,229.39,1.8309560344257234,1.6999999999999886,-0.6800000000000068
466,0,486.86,229.46,3.7806480925894475,3.7800000000000296,0.0700000000000216
468,0,488.6,227.82,2.3910667075596366,1.740000000000009,-1.6400000000000148
470,0,489.95,226.4,1.9593111034238213,1.349999999999966,-1.4199999999999875
472,0,491.14,224.91,1.906882272191973,1.1899999999999977,-1.490000000000009
474,0,492.37,223.67,1.7465680633745904,1.2300000000000182,-1.240000000000009
476,0,493.69,222.72,1.6263148526653626,1.3199999999999932,-0.9499999999999886
478,0,494.61,221.72,1.358823020117053,0.9200000000000159,-1.0
480,0,495.84,220.54,1.704494059831222,1.2299999999999613,-1.1800000000000068
482,0,497.58,220.49,1.7407182425654157,1.740000000000009,-0.04999999999998295
484,0,499.24,219.68,1.8470787747143018,1.660000000000025,-0.8100000000000023
486,0,500.36,218.23,1.8321844885273042,1.1200000000000045,-1.450000000000017
488,0,500.94,215.81,2.48853370481493,0.5799999999999841,-2.4199999999999875
490,0,501.03,213.21,2.6015572259706237,0.08999999999997499,-2.5999999999999943
492,0,501.8,210.29,3.0198178753031035,0.7700000000000387,-2.920000000000016
494,0,502.71,207.91,2.548038461248166,0.9099999999999682,-2.3799999999999955
506,0,490.39,202.57,13.42750907651899,-12.319999999999993,-5.340000000000003
508,0,482.35,198.69,8.927261618211901,-8.039999999999964,-3.8799999999999955
516,0,462.21,191.0,21.558193338032797,-20.140000000000043,-7.689999999999998
518,0,446.44,184.65,17.000452935142622,-15.769999999999982,-6.349999999999994
520,0,431.55,179.99,15.602169720907396,-14.889999999999986,-4.659999999999997
522,0,417.89,174.54,14.70707652798478,-13.660000000000025,-5.450000000000017
524,0,405.42,167.05,14.546511609317163,-12.46999999999997,-7.489999999999981
526,0,395.39,161.18,11.621437088415556,-10.03000000000003,-5.8700000000000045
530,0,379.04,155.41,17.338264042285175,-16.349999999999966,-5.77000000000001
532,0,366.25,150.61,13.661043151970508,-12.79000000000002,-4.799999999999983
540,0,337.94,140.63,30.017603168807472,-28.310000000000002,-9.980000000000018
542,0,316.48,132.49,22.95193238052079,-21.45999999999998,-8.139999999999986
544,0,299.9,126.06,17.783174632219115,-16.58000000000004,-6.430000000000007
550,0,276.01,121.5,24.32130136320833,-23.889999999999986,-4.560000000000002
552,0,257.74,117.53,18.69635793410041,-18.269999999999982,-3.969999999999999
570,0,195.32,96.05,66.0124745786734,-62.420000000000016,-21.480000000000004
572,0,153.01,81.34,44.794198285045795,-42.31,-14.709999999999994
8,1,377.61,79.72,2.808647361275516,-2.579999999999984,-1.1099999999999994
10,1,375.05,78.27,2.942125082317205,-2.5600000000000023,-1.4500000000000028
12,1,372.14,77.52,3.0050956723539013,-2.910000000000025,-0.75
14,1,369.59,76.47,2.7577164466275446,-2.5500000000000114,-1.0499999999999972
16,1,367.24,75.57,2.516445906432294,-2.349999999999966,-0.9000000000000057
18,1,364.2,74.81,3.13356027546944,-3.0400000000000205,-0.7599999999999909
20,1,360.72,74.25,3.5247694960095948,-3.4799999999999613,-0.5600000000000023
22,1,358.08,74.86,2.7095571593897456,-2.640000000000043,0.6099999999999994
24,1,356.58,74.73,1.5056227947264875,-1.5,-0.12999999999999545
26,1,355.64,74.7,0.9404786015641163,-0.9399999999999977,-0.030000000000001137
28,1,354.76,74.12,1.053944970100427,-0.8799999999999955,-0.5799999999999983
30,1,353.17,73.7,1.6445364088398657,-1.589999999999975,-0.4200000000000017
32,1,350.68,72.87,2.6246904579397627,-2.490000000000009,-0.8299999999999983
34,1,348.14,71.91,2.715363695713729,-2.5400000000000205,-0.960000000000008
36,1,344.67,70.97,3.5950660633707123,-3.4699999999999704,-0.9399999999999977
38,1,340.9,70.12,3.864634523470529,-3.7700000000000387,-0.8499999999999943
40,1,337.78,69.56,3.169858040985437,-3.1200000000000045,-0.5600000000000023
42,1,334.74,69.03,3.0858548248418587,-3.0399999999999636,-0.5300000000000011
44,1,331.88,68.48,2.912404504872233,-2.8600000000000136,-0.5499999999999972
46,1,328.97,67.93,2.9615198800615556,-2.909999999999968,-0.5499999999999972
48,1,326.82,67.57,2.1799311915746693,-2.150000000000034,-0.36000000000001364
50,1,324.06,65.71,3.328242779606071,-2.759999999999991,-1.8599999999999994
52,1,321.26,63.13,3.8074138204298227,-2.8000000000000114,-2.579999999999991
54,1,318.38,61.4,3.359657720661435,-2.8799999999999955,-1.730000000000004
56,1,315.75,59.92,3.0178303464575285,-2.6299999999999955,-1.4799999999999969
58,1,313.06,58.56,3.014249491996306,-2.6899999999999977,-1.3599999999999994
60,1,309.84,58.16,3.2447496051313696,-3.2200000000000273,-0.4000000000000057
62,1,306.75,57.12,3.26032206998018,-3.089999999999975,-1.0399999999999991
64,1,303.5,57.84,3.328798582071317,-3.25,0.720000000000006
66,1,300.04,58.78,3.5854148992829065,-3.4599999999999795,0.9399999999999977
68,1,296.67,59.0,3.3771733742880348,-3.3700000000000045,0.21999999999999886
70,1,294.01,59.2,2.667508200549744,-2.660000000000025,0.20000000000000284
72,1,291.83,59.35,2.185154456783325,-2.180000000000007,0.14999999999999858
74,1,289.7,59.53,2.1375921032788225,-2.1299999999999955,0.17999999999999972
76,1,287.34,59.51,2.360084744241203,-2.3600000000000136,-0.020000000000003126
80,1,280.01,55.18,8.513389454265543,-7.329999999999984,-4.329999999999998
82,1,274.02,50.48,7.613809821633329,-5.990000000000009,-4.700000000000003
84,1,268.93,47.97,5.675226867711963,-5.089999999999975,-2.509999999999998
86,1,264.07,47.14,4.930365098042956,-4.860000000000014,-0.8299999999999983
88,1,258.59,48.24,5.589311227691674,-5.480000000000018,1.1000000000000014
90,1,254.09,49.41,4.649612887112188,-4.499999999999972,1.1699999999999946
92,1,248.11,52.02,6.524760532004214,-5.97999999999999,2.6100000000000065
94,1,242.23,54.59,6.417109941398876,-5.880000000000024,2.5700000000000003
96,1,238.38,56.94,4.510543204537556,-3.8499999999999943,2.3499999999999943
98,1,234.9,58.59,3.85135041251766,-3.4799999999999898,1.6500000000000057
100,1,231.24,59.76,3.84246014943551,-3.6599999999999966,1.1699999999999946
104,1,225.72,60.19,5.536722857431109,-5.52000000000001,0.4299999999999997
106,1,220.04,60.66,5.699412250399165,-5.680000000000007,0.46999999999999886
108,1,215.38,60.24,4.678888756959281,-4.659999999999997,-0.4199999999999946
110,1,211.65,60.36,3.731929795695509,-3.7299999999999898,0.11999999999999744
112,1,208.64,60.73,3.0326556019436355,-3.0100000000000193,0.36999999999999744
114,1,205.55,60.51,3.097821815405115,-3.089999999999975,-0.21999999999999886
116,1,202.97,60.59,2.5812400120872265,-2.5800000000000125,0.0800000000000054
118,1,201.04,61.19,2.0211135544545784,-1.9300000000000068,0.5999999999999943
120,1,198.58,62.94,3.0189567734566687,-2.4599999999999795,1.75
122,1,195.91,64.29,2.9918890353754946,-2.670000000000016,1.3500000000000085
124,1,192.58,65.35,3.494638751001292,-3.329999999999984,1.059999999999988
126,1,188.1,66.0,4.5269084373333826,-4.480000000000018,0.6500000000000057
128,1,183.66,66.72,4.497999555357913,-4.439999999999998,0.7199999999999989
130,1,179.42,67.21,4.268219769412076,-4.240000000000009,0.4899999999999949
132,1,176.26,67.9,3.234455131857605,-3.1599999999999966,0.6900000000000119
134,1,172.9,68.57,3.4261494421580454,-3.359999999999985,0.6699999999999875
136,1,169.64,68.82,3.2695718374123737,-3.2600000000000193,0.25
138,1,167.2,68.72,2.442048320570252,-2.4399999999999977,-0.09999999999999432
140,1,165.7,68.64,1.5021318184500319,-1.5,-0.0799999999999983
142,1,164.44,69.41,1.4766516176810192,-1.259999999999991,0.769999999999996
144,1,162.69,69.31,1.75285481429581,-1.75,-0.09999999999999432
146,1,160.36,69.93,2.411078596810965,-2.329999999999984,0.6200000000000045
148,1,157.17,70.82,3.31182729018289,-3.190000000000026,0.8899999999999864
150,1,153.43,71.77,3.8587692338360764,-3.7399999999999807,0.9500000000000028
152,1,149.8,72.59,3.721464765384724,-3.6299999999999955,0.8200000000000074
154,1,146.27,72.75,3.5336242018641437,-3.530000000000001,0.1599999999999966
156,1,143.01,73.76,3.4128726902713695,-3.2600000000000193,1.0100000000000051
158,1,140.21,74.68,2.947269923166168,-2.799999999999983,0.9200000000000017
160,1,137.57,75.73,2.84114413573125,-2.640000000000015,1.0499999999999972
162,1,135.33,75.9,2.2464416306683583,-2.2399999999999807,0.1700000000000017
164,1,132.84,76.08,2.4964975465639943,-2.490000000000009,0.1799999999999926
166,1,131.02,76.24,1.8270194306574778,-1.8199999999999932,0.1599999999999966
168,1,128.71,77.47,2.6170594185077305,-2.3100000000000023,1.230000000000004
170,1,125.76,78.24,3.048835843399905,-2.950000000000003,0.769999999999996
172,1,122.19,78.54,3.582582867150467,-3.5700000000000074,0.30000000000001137
174,1,118.86,76.41,3.9529482668003677,-3.3299999999999983,-2.1300000000000097
176,1,115.11,77.6,3.9342851955596707,-3.75,1.1899999999999977
178,1,112.25,79.32,3.3373642294481423,-2.8599999999999994,1.7199999999999989
180,1,110.39,81.06,2.5469982332149406,-1.8599999999999994,1.740000000000009
182,1,108.81,82.24,1.9720040567909531,-1.5799999999999983,1.1799999999999926
184,1,107.42,82.98,1.5747063218263952,-1.3900000000000006,0.7400000000000091
186,1,106.38,83.28,1.0824047302187898,-1.0400000000000063,0.29999999999999716
188,1,105.45,83.93,1.1346365056704255,-0.9299999999999926,0.6500000000000057
190,1,103.72,84.81,1.9409533739891862,-1.730000000000004,0.8799999999999955
192,1,101.61,86.25,2.554544969265562,-2.1099999999999994,1.4399999999999977
194,1,99.53,87.13,2.258495074158893,-2.0799999999999983,0.8799999999999955
196,1,97.8,88.13,1.9982242116439322,-1.730000000000004,1.0
198,1,96.39,89.1,1.7114321488157187,-1.4099999999999966,0.9699999999999989
200,1,95.61,89.93,1.1389907813498854,-0.7800000000000011,0.8300000000000125
202,1,94.85,91.2,1.4800337833982025,-0.7600000000000051,1.269999999999996
204,1,93.31,92.76,2.1920766409959263,-1.539999999999992,1.5600000000000023
206,1,92.31,93.83,1.4645477117526713,-1.0,1.0699999999999932
208,1,92.04,95.24,1.4356183336806438,-0.269999999999996,1.4099999999999966
210,1,92.21,96.7,1.4698639392814625,0.1699999999999875,1.460000000000008
212,1,92.1,97.63,0.9364827814754451,-0.10999999999999943,0.9299999999999926
214,1,92.18,97.71,0.11313708498985524,0.0800000000000125,0.0799999999999983
216,1,91.7,97.73,0.48041648597857695,-0.480000000000004,0.020000000000010232
218,1,91.47,98.09,0.4272001872658782,-0.23000000000000398,0.35999999999999943
220,1,91.13,98.96,0.9340770846134625,-0.3400000000000034,0.8699999999999903
222,1,90.86,99.89,0.9684007434941438,-0.269999999999996,0.9300000000000068
224,1,90.46,100.81,1.00319489631876,-0.4000000000000057,0.9200000000000017
226,1,89.76,101.21,0.8062257748298408,-0.6999999999999886,0.3999999999999915
228,1,89.38,101.81,0.7102112361826005,-0.38000000000000966,0.6000000000000085
230,1,88.61,102.47,1.0141498903022124,-0.769999999999996,0.6599999999999966
232,1,87.62,104.14,1.9413912537147158,-0.9899999999999949,1.6700000000000017
234,1,86.23,104.59,1.4610270360263715,-1.3900000000000006,0.45000000000000284
236,1,84.68,105.08,1.6256075787224868,-1.5499999999999972,0.4899999999999949
238,1,83.61,105.76,1.2677933585565215,-1.0700000000000074,0.6800000000000068
240,1,82.76,106.63,1.2163058825805182,-0.8499999999999943,0.8699999999999903
242,1,81.88,106.97,0.9433981132056706,-0.8800000000000097,0.3400000000000034
244,1,81.2,108.21,1.4142135623730872,-0.6799999999999926,1.2399999999999949
246,1,80.56,109.89,1.7977764043395452,-0.6400000000000006,1.6800000000000068
248,1,80.11,111.52,1.6909760495051334,-0.45000000000000284,1.6299999999999955
250,1,79.4,113.2,1.8238695128764049,-0.7099999999999937,1.6800000000000068
252,1,78.7,115.06,1.987360057966347,-0.7000000000000028,1.8599999999999994
254,1,78.29,116.54,1.5357408635573937,-0.4099999999999966,1.480000000000004
256,1,77.92,117.72,1.2366486970841744,-0.37000000000000455,1.1799999999999926
258,1,76.92,118.4,1.2092973166264818,-1.0,0.6800000000000068
260,1,76.77,119.18,0.7942921376924258,-0.15000000000000568,0.7800000000000011
262,1,76.37,119.54,0.5381449618829417,-0.3999999999999915,0.35999999999999943
264,1,75.88,120.42,1.0072239075796408,-0.4900000000000091,0.8799999999999955
266,1,75.45,121.72,1.3692698784388657,-0.4299999999999926,1.2999999999999972
