frame,cell_x,cell_y,density,avg_velocity,congestion,turbulence,density_n,congestion_n,turbulence_n,risk
14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1,0,1,2.7576888697388475,0.3626211733896455,0.0,0.19999960000080003,0.03343528135824895,0.0,0.07337399254353959
14,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,3,0,3,1.4966659090036791,2.004441964992319,2.54808888888886,0.5999988000024,0.18481844410609166,0.0033652671769304277,0.2549365977962358
14,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1,1,2,0.8783131117226445,2.277066347573872,0.2095249999999933,0.39999920000160005,0.20995562198108172,0.000276720175783899,0.2040650248456479
14,2,1,3,2.424727292204178,1.2372474369266149,6.423777777777833,0.5999988000024,0.11407970410752351,0.008483898894468168,0.22817669131206986
14,3,1,1,2.22029308999493,0.4503889601857391,0.0,0.19999960000080003,0.04152786078014872,0.0,0.07661102431229949
14,4,1,1,1.5494360214995264,0.645391956947437,0.0,0.19999960000080003,0.05950800242902921,0.0,0.0838030809718517
14,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1,2,1,4.021215810529358,0.2486803892936216,0.0,0.19999960000080003,0.02292943543971374,0.0,0.0691716541761255
14,2,2,1,1.1744242906265905,0.8514737759116984,0.0,0.19999960000080003,0.07850966064848981,0.0,0.09140374425963593
14,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,4,2,1,0.358465381924856,2.789591839278997,0.0,0.19999960000080003,0.2572127467050763,0.0,0.16288497868227053
14,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1,0,1,2.516420742224872,0.3973882464636646,0.0,0.19999960000080003,0.03664095977842093,0.0,0.07465626391160839
16,2,0,1,5.934551003956867,0.1685044604534775,0.0,0.19999960000080003,0.01553685901106521,0.0,0.0662146236046661
16,3,0,3,0.9779346683472888,3.06765821942662,0.7569777777777903,0.5999988000024,0.2828517009051265,0.0009997423874534403,0.2934402430790066
16,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1,1,2,0.98733025488454,2.0256441384878823,0.3480499999999995,0.39999920000160005,0.18677337858938187,0.0004596704793298604,0.19484701258003173
16,2,1,3,2.0522738021568814,1.4617861315511531,4.853911111111038,0.5999988000024,0.13478316816729688,0.006410572179482686,0.23583607892148356
16,3,1,1,2.58276336237001,0.3871807006257715,0.0,0.19999960000080003,0.03569977875504905,0.0,0.07427979150225963
16,4,1,1,1.7202444055679147,0.5813093672443558,0.0,0.19999960000080003,0.05359930328479737,0.0,0.08143960131415895
16,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2,2,2,4.349341201812631,0.4598386994286601,18.914000000000087,0.39999920000160005,0.042399168672613265,0.02497976568322089,0.1444533571744916
16,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,4,2,1,0.904700851246214,1.1053255287283532,0.0,0.19999960000080003,0.1019159187535271,0.0,0.10076624750165085
16,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1,0,1,3.133528940180038,0.3191279952444263,0.0,0.19999960000080003,0.029425017327452088,0.0,0.07176988693122084
18,2,0,1,5.776186692793902,0.1731242984241777,0.0,0.19999960000080003,0.015962828573007765,0.0,0.06638501142944311
18,3,0,3,1.443509767342004,2.0782534939053794,1.6730888888889148,0.5999988000024,0.19162419461873167,0.0022096525542796494,0.2573122136144966
18,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1,1,2,1.2751965409089043,1.5683733856748403,0.7927250000000223,0.39999920000160005,0.14461098599027686,0.0010469538305610524,0.17815824054575907
18,2,1,3,3.472053634581625,0.8640394634822102,15.249866666666794,0.5999988000024,0.07966827280412493,0.020140535901115343,0.21790910989270457
18,3,1,1,2.5181090488504245,0.3971218121941143,0.0,0.19999960000080003,0.03661639335643674,0.0,0.0746464373428147
18,4,1,1,1.9333973308974932,0.5172215828600365,0.0,0.19999960000080003,0.04769012516790339,0.0,0.07907593006740136
18,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2,2,2,3.823165547828909,0.523125337819173,14.325424999999775,0.39999920000160005,0.048234477573703985,0.01891962354935748,0.14496943809476884
18,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,4,2,1,1.1099889001109604,0.900901793596404,0.0,0.19999960000080003,0.0830671432213368,0.0,0.09322673728877473
18,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1,0,1,3.524734248667108,0.2837085273287992,0.0,0.19999960000080003,0.02615918520780929,0.0,0.07046355408336372
20,2,0,1,6.35277835597211,0.1574111939460289,0.0,0.19999960000080003,0.014514010611476487,0.0,0.0658054842448306
20,3,0,3,1.916937184873424,1.5649883437962795,3.1600444444445066,0.5999988000024,0.1442988701075743,0.004173478363687604,0.23897123155285602
20,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1,1,2,1.345025379670195,1.486949733984249,0.4590499999999744,0.39999920000160005,0.1371033639779084,0.0006062684486032494,0.17502298612622436
20,2,1,3,3.4788459408425823,0.8623524661597217,15.62751111111092,0.5999988000024,0.07951272416475355,0.02063929183501533,0.217996517217126
20,3,1,1,1.660103876516973,0.6023683159001508,0.0,0.19999960000080003,0.055541031802284785,0.0,0.08221629272115392
20,4,1,1,1.976062221482757,0.5060543785437378,0.0,0.19999960000080003,0.04666045937423145,0.0,0.0786640637499326
20,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2,2,2,3.855599709198945,0.5187247026659052,14.737725000000054,0.39999920000160005,0.047828719484265536,0.019464149159550928,0.14497049254205152
20,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,4,2,1,0.730608872215608,1.3687026684206658,0.0,0.19999960000080003,0.126200459798462,0.0,0.11048006391962481
20,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,0,1,2.7095300640891047,0.3690663272536554,0.0,0.19999960000080003,0.03402955314559662,0.0,0.07361170125847866
22,2,0,2,5.150838521107053,0.3882855401016816,3.932325000000072,0.39999920000160005,0.03580164985757582,0.005193431166874957,0.13587844929357284
22,3,0,1,1.295556417337176,0.7718631685863977,0.0,0.19999960000080003,0.07116920937218685,0.0,0.08846756374911474
22,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,1,2,1.4980034624776228,1.3351014861322554,0.8338499999999813,0.39999920000160005,0.12310228168249297,0.0011012677178255884,0.16957105298882488
22,2,1,3,2.549057332117929,1.1769010422754926,6.99822222222223,0.5999988000024,0.10851549872686271,0.009242569065783012,0.22617861021119998
22,3,1,1,1.7102460351883926,0.5847077744063306,0.0,0.19999960000080003,0.053912651505940594,0.0,0.08156494060261625
22,4,1,1,1.8478180946793363,0.5411758825831335,0.0,0.19999960000080003,0.04989881790223793,0.0,0.07995940716113518
22,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2,2,2,4.590227053227415,0.4357073451345594,21.049450000000128,0.39999920000160005,0.04017415072113287,0.02780005967858067,0.14440943819250734
22,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,4,2,1,1.767070329369174,0.5659052298754227,0.0,0.19999960000080003,0.05217897346181163,0.0,0.08087146938496466
22,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1,0,1,1.505607738649101,0.6641792098552446,0.0,0.19999960000080003,0.061240270517650054,0.0,0.08449598820730003
24,2,0,2,5.568312434547406,0.3591746030350989,1.6836999999999058,0.39999920000160005,0.033117492277021085,0.0022236666744652888,0.13391385691362803
24,3,0,1,1.089025380951133,0.9182438123604652,0.0,0.19999960000080003,0.08466615430851722,0.0,0.0938663417236469
24,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1,1,2,1.477459500565692,1.3536658450372356,0.8982500000000578,0.39999920000160005,0.12481399795493624,0.0011863209540527919,0.17028125546867037
24,2,1,3,2.3544439464521028,1.274180794455828,6.120644444444481,0.5999988000024,0.11748512356759222,0.008083549965767692,0.2294187544174872
24,3,1,1,2.2260954358442566,0.4492150209501407,0.0,0.19999960000080003,0.041419618373140836,0.0,0.07656772734949635
24,4,1,1,1.772804880110266,0.5640746877856766,0.0,0.19999960000080003,0.05201018935790325,0.0,0.08080395574340131
24,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2,2,2,3.320098613691969,0.6023899313872131,10.899025000000009,0.39999920000160005,0.05554302484611305,0.014394368757299648,0.14653528056611514
24,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,4,2,1,2.124361019543026,0.470727566324601,0.0,0.19999960000080003,0.043403170520975004,0.0,0.07736114820863
24,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1,0,1,0.9404691968721476,1.0632877402560388,0.0,0.19999960000080003,0.09803984810902533,0.0,0.09921581924385015
26,2,0,2,4.813156133978821,0.4155268994105327,2.850425000000129,0.39999920000160005,0.03831342407240881,0.0037645632123082273,0.13645449859313602
26,3,0,1,0.7106264139135102,1.4071893593137876,0.0,0.19999960000080003,0.12974910348777238,0.0,0.11189952139534896
26,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1,1,2,1.2930781358324417,1.546684981926986,0.4068999999999721,0.39999920000160005,0.14261121892002468,0.0005373938170932556,0.17720546571361787
26,2,1,2,3.4639148817512857,0.5773797262568936,11.988425000000271,0.39999920000160005,0.053236972947535106,0.01583314198006095,0.14604449177351234
26,3,1,1,2.4511996719570672,0.4079618367373653,0.0,0.19999960000080003,0.037615891723137104,0.0,0.07504623668949485
26,4,1,1,1.5689330032664153,0.6373717833714029,0.0,0.19999960000080003,0.05876850683490804,0.0,0.08350728273420323
26,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2,2,2,3.07336812365868,0.6507497351543308,9.42484999999999,0.39999920000160005,0.06000201335544056,0.012447422258618118,0.14773479202024167
26,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,4,2,1,1.875534496365076,0.5331784993307613,0.0,0.19999960000080003,0.04916142367709297,0.0,0.0796644494710772
26,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1,0,1,1.0539344307561194,0.9488166271561218,0.0,0.19999960000080003,0.08748510350293734,0.0,0.09499392140141494
28,2,0,2,4.401311646301414,0.4544089618355138,2.774424999999816,0.39999920000160005,0.04189852277146167,0.0036641898279404254,0.1378584260574468
28,3,0,1,0.5299947000529753,1.8867757208569047,0.0,0.19999960000080003,0.17396909423978205,0.0,0.12958751769615284
28,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1,1,2,0.9169205857449282,2.181190191594678,0.471425000000009,0.39999920000160005,0.20111541493871146,0.0006226121411236428,0.2006327096183017
28,2,1,3,3.4840985486071414,0.8610523920672116,11.584888888888653,0.5999988000024,0.07939285156420096,0.015300190859182956,0.21634683788415526
28,3,1,1,2.440733671621528,0.4097111923824601,0.0,0.19999960000080003,0.037777190076574776,0.0,0.07511075603086992
28,4,1,1,1.4549768591407606,0.6872914306528842,0.0,0.19999960000080003,0.06337131983823868,0.0,0.08534840793553548
28,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2,2,2,2.870710015499704,0.6966893285313517,8.178024999999955,0.39999920000160005,0.06423784772684879,0.010800737456461904,0.1489351203281581
28,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,4,2,1,1.969447238481816,0.507754106289134,0.0,0.19999960000080003,0.046817181815087594,0.0,0.07872675272627505
28,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1,0,1,1.644519963640229,0.6080764851413606,0.0,0.19999960000080003,0.05606735033695919,0.0,0.08242682013502368
30,2,0,2,4.969653367047003,0.4024417455036617,0.2596499999999965,0.39999920000160005,0.03710691481537181,0.00034292038488147335,0.13494540204209318
30,3,0,2,6.018771736533373,0.3322931595708497,33.90182499999965,0.39999920000160005,0.030638903900226926,0.04477422251948543,0.14568758831641643
30,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1,1,2,0.5738522486357717,3.485156942723711,0.1812499999999957,0.39999920000160005,0.32134693589006347,0.00023937731469195612,0.248610347550913
30,2,1,4,2.78390258706423,1.4368267231472929,5.7529187499999805,0.7999984000032001,0.1324817999523146,0.007597893749053975,0.2952716081066021
30,3,1,1,2.6511053227113184,0.3771997360632699,0.0,0.19999960000080003,0.03477948953074784,0.0,0.07391167581253914
30,4,1,1,0.9501483801337782,1.052456117746606,0.0,0.19999960000080003,0.09704112444712797,0.0,0.09881632977909119
30,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2,2,1,3.0880915259851065,0.3238235503546144,0.0,0.19999960000080003,0.02985796834565864,0.0,0.07194306733850346
30,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,4,2,1,2.678050888267641,0.3734045048717583,0.0,0.19999960000080003,0.03442955237313062,0.0,0.07377170094949226
30,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1,0,1,2.6246642112976497,0.3809996668141132,0.0,0.19999960000080003,0.03512986000859025,0.0,0.0740518240036761
