frame,obj_id,x1,y1,x2,y2,cx,cy,smooth_cx,smooth_cy,track_age,inf_ms
40,3,268.4,124.2,325.3,251.2,296.87,187.7,294.99,187.24,17,
40,5,177.5,114.7,220.5,227.3,199.03,171.0,197.17,171.72,17,
40,6,606.6,284.2,654.9,412.5,630.72,348.32,632.88,348.95,17,
40,7,243.2,289.6,305.2,414.3,274.22,351.95,271.01,351.34,17,
40,10,559.6,172.5,602.9,278.1,581.26,225.31,578.95,227.64,16,
40,15,482.1,151.7,524.0,260.8,503.02,206.24,503.06,204.52,11,
40,18,12.3,324.6,77.0,465.6,44.64,395.12,43.58,395.65,7,
42,1,343.0,250.4,396.9,398.3,369.94,324.33,369.86,325.85,18,826.54
42,2,421.8,410.1,478.3,571.1,450.07,490.62,451.76,482.5,18,
42,3,271.3,124.6,327.1,251.3,299.19,187.97,297.51,187.68,18,
42,5,180.7,113.7,225.5,227.5,203.07,170.59,200.71,171.04,18,
42,6,603.3,284.3,649.2,411.3,626.24,347.82,628.89,348.27,18,
42,7,248.6,291.1,311.2,418.7,279.9,354.89,276.34,353.47,18,
42,10,564.4,173.2,606.2,276.1,585.29,224.64,582.76,225.84,17,
42,12,517.0,365.0,603.3,534.4,560.19,449.68,560.56,456.33,12,
42,15,480.8,152.4,523.0,261.7,501.89,207.08,502.36,206.06,12,
42,18,14.6,322.7,79.1,464.7,46.85,393.66,45.54,394.46,8,
44,1,342.8,247.7,396.8,394.2,369.8,320.94,369.82,322.9,19,839.41
44,2,419.6,411.0,476.3,580.2,447.91,495.57,449.45,490.34,19,
44,3,274.0,124.4,327.3,250.4,300.64,187.39,299.39,187.51,19,
44,5,187.0,112.2,230.0,226.1,208.53,169.18,205.4,169.92,19,
44,6,597.7,284.4,643.7,412.1,620.68,348.24,623.96,348.26,19,
44,7,253.1,292.0,316.0,424.6,284.56,358.34,281.27,356.39,19,
44,10,568.7,172.8,610.1,273.9,589.41,223.31,586.75,224.33,18,
44,12,511.0,359.7,601.0,525.4,556.0,442.54,557.83,448.05,13,
44,15,478.1,153.5,522.7,265.5,500.4,209.53,501.18,208.14,13,
44,18,17.1,318.7,82.0,461.2,49.54,389.95,47.94,391.75,9,
46,1,342.7,245.5,395.9,389.8,369.3,317.68,369.51,319.77,20,832.57
46,2,418.7,410.0,477.4,585.9,448.03,497.94,448.6,494.9,20,
46,3,277.1,124.7,328.0,250.2,302.56,187.44,301.29,187.47,20,
46,5,192.0,111.0,232.5,224.9,212.23,167.95,209.5,168.74,20,
46,6,595.3,283.7,640.3,410.9,617.8,347.31,620.27,347.69,20,
46,7,255.1,290.1,315.6,423.7,285.38,356.89,283.73,356.69,20,
46,10,574.1,178.0,615.0,282.1,594.56,230.06,591.43,227.77,19,
46,12,507.5,356.0,599.0,524.3,553.28,440.15,555.1,443.31,14,
46,15,474.8,154.7,520.5,268.6,497.67,211.66,499.08,210.25,14,
46,18,18.9,316.6,84.0,460.9,51.47,388.74,50.06,389.94,10,
48,1,342.9,243.4,395.7,383.9,369.29,313.66,369.38,316.11,21,834.51
48,2,413.1,398.2,471.2,557.3,442.13,477.77,444.72,484.62,21,
48,3,281.2,125.3,329.8,250.6,305.51,187.96,303.82,187.76,21,
48,5,197.3,106.7,235.6,217.1,216.44,161.93,213.66,164.65,21,
48,6,591.6,284.4,636.8,410.5,614.25,347.46,616.65,347.55,21,
48,7,258.7,286.8,316.1,417.6,287.37,352.2,285.92,354.0,21,
48,10,579.2,180.5,620.1,286.1,599.67,233.33,596.38,231.11,20,
48,15,472.1,155.5,518.3,270.2,495.17,212.81,496.73,211.79,15,
48,18,21.6,313.6,86.5,460.0,54.05,386.8,52.45,388.06,11,
50,1,343.7,242.9,396.2,380.7,369.95,311.82,369.72,313.53,22,837.11
50,2,410.1,400.4,468.6,560.6,439.32,480.53,441.48,482.17,22,
50,3,285.1,126.0,332.8,251.3,308.96,188.64,306.91,188.29,22,
50,5,202.3,108.2,240.0,219.4,221.16,163.81,218.16,164.15,22,
50,6,587.0,284.6,632.4,410.1,609.7,347.36,612.48,347.44,22,
50,7,263.1,282.0,319.2,403.6,291.18,342.76,289.07,347.26,22,
50,10,583.4,181.4,624.6,287.6,604.03,234.53,600.97,233.16,21,
50,15,468.7,157.0,515.2,274.0,491.94,215.52,493.86,214.03,16,
50,18,24.5,310.0,88.0,456.7,56.25,383.34,54.73,385.23,12,
52,1,344.4,242.4,396.8,378.9,370.64,310.69,370.27,311.83,23,841.62
52,3,288.2,126.1,335.9,252.0,312.07,189.07,310.0,188.76,23,
52,5,208.5,106.7,247.6,216.6,228.03,161.63,224.08,162.63,23,
52,6,574.8,284.7,626.7,411.2,600.74,347.97,605.44,347.76,23,
52,7,266.8,282.4,321.8,397.1,294.29,339.75,292.2,342.75,23,
52,10,587.0,182.5,627.5,289.2,607.22,235.88,604.72,234.79,22,
52,15,467.7,157.7,514.4,275.4,491.07,216.55,492.19,215.54,17,
52,18,27.9,306.4,89.2,452.7,58.55,379.55,57.02,381.82,13,
54,1,344.7,241.6,397.0,377.7,370.83,309.65,370.61,310.52,24,833.35
54,3,290.6,127.1,337.7,253.9,314.15,190.46,312.49,189.78,24,
54,5,213.4,105.7,253.7,213.8,233.55,159.71,229.76,160.88,24,
54,6,569.1,285.0,626.0,411.7,597.51,348.35,600.68,348.11,24,
54,7,272.1,285.6,325.6,394.8,298.84,340.19,296.18,341.22,24,
54,10,594.2,184.9,636.2,295.0,615.21,239.99,611.01,237.91,23,
54,15,466.0,158.5,513.1,277.2,489.56,217.86,490.61,216.93,18,
54,18,30.7,301.7,90.6,446.1,60.65,373.9,59.2,377.07,14,
56,1,347.1,240.8,400.7,376.9,373.91,308.88,372.59,309.54,25,847.59
56,2,408.7,406.9,467.9,541.9,438.32,474.41,439.59,477.51,23,
56,3,293.0,128.5,338.9,256.0,315.95,192.26,314.56,191.27,25,
56,5,218.2,105.6,258.3,212.5,238.25,159.03,234.86,159.77,25,
56,6,567.2,284.1,626.9,411.2,597.06,347.66,598.51,347.84,25,
56,7,276.2,287.9,328.7,392.5,302.46,340.22,299.95,340.62,25,
56,10,598.2,185.5,639.6,296.8,618.93,241.19,615.76,239.87,24,
56,15,465.5,157.9,513.1,276.7,489.33,217.3,489.84,217.15,19,
56,18,33.2,295.3,92.0,440.0,62.61,367.67,61.25,371.43,15,
58,1,348.2,240.7,403.0,376.7,375.56,308.69,374.37,309.03,26,839.19
58,2,406.5,416.0,462.8,551.4,434.63,483.67,436.61,481.21,24,
58,3,297.0,129.6,343.6,258.2,320.28,193.9,317.99,192.85,26,
58,5,222.4,104.8,261.7,211.5,242.08,158.19,239.19,158.82,26,
58,6,567.0,284.2,626.8,410.3,596.93,347.24,597.56,347.48,26,
58,7,282.6,297.4,337.4,409.8,310.02,353.57,305.99,348.39,26,
58,10,603.0,184.7,642.0,294.9,622.51,239.8,619.81,239.83,25,
58,13,302.9,425.7,355.8,547.7,329.33,486.69,309.26,469.38,5,
58,15,464.9,158.5,512.2,277.5,488.58,218.02,489.08,217.68,20,
58,18,36.4,294.2,94.6,436.7,65.51,365.44,63.81,367.83,16,
60,1,349.5,240.1,404.8,376.8,377.17,308.47,376.05,308.69,27,839.7
60,2,403.9,425.2,458.8,566.0,431.37,495.63,433.47,489.86,25,
60,3,300.5,131.2,349.0,261.2,324.75,196.16,322.05,194.84,27,
60,5,227.3,103.9,266.0,212.1,246.63,157.99,243.66,158.32,27,
60,6,523.3,279.3,607.6,410.7,565.46,344.99,578.3,345.99,27,
60,7,288.5,303.5,347.5,425.7,318.03,364.62,313.21,358.13,27,
60,10,607.5,186.0,645.5,296.7,626.46,241.37,623.8,240.76,26,
60,13,306.8,429.2,359.5,550.7,333.13,489.95,323.58,481.73,6,
60,15,462.8,156.1,508.9,269.6,485.85,212.84,487.15,214.78,21,
60,18,38.7,293.5,97.5,434.2,68.09,363.83,66.38,365.43,17,
62,1,350.1,239.5,405.0,376.5,377.58,307.98,376.97,308.26,28,828.65
62,2,401.6,427.0,455.5,567.4,428.57,497.2,430.53,494.26,26,
62,3,304.1,131.0,352.9,260.6,328.48,195.78,325.9,195.4,28,
62,5,232.3,102.8,270.7,212.4,251.51,157.62,248.37,157.9,28,
62,6,542.5,280.8,616.8,410.0,579.63,345.39,579.1,345.63,28,
62,7,291.1,302.4,349.4,426.3,320.28,364.39,317.45,361.88,28,
62,10,611.1,186.7,648.4,298.4,629.77,242.54,627.38,241.83,27,
62,15,460.5,159.6,507.2,274.6,483.83,217.09,485.16,216.17,22,
62,18,41.6,292.6,102.0,432.8,71.78,362.69,69.62,363.79,18,
64,1,351.5,239.0,405.5,375.8,378.52,307.37,377.9,307.73,29,840.55
64,2,397.3,431.5,470.7,583.3,433.98,507.41,432.6,502.15,27,
64,3,307.4,132.0,356.1,261.2,331.73,196.58,329.4,196.11,29,
64,5,237.2,98.1,273.8,204.2,255.54,151.18,252.67,153.87,29,
64,6,548.6,278.8,614.6,407.1,581.56,342.94,580.57,344.02,29,
64,7,295.1,302.3,353.0,426.6,324.09,364.45,321.43,363.42,29,
64,10,615.1,180.6,652.3,280.4,633.72,230.49,631.18,235.02,28,
64,15,457.8,159.8,504.3,273.3,481.03,216.55,482.68,216.4,23,
64,18,44.6,287.4,105.7,419.7,75.13,353.55,72.93,357.64,19,
66,1,354.1,238.8,407.6,375.2,380.82,307.04,379.65,307.31,30,844.78
66,2,391.2,433.4,459.7,584.6,425.43,508.99,428.3,506.26,28,
66,3,309.4,133.2,357.7,262.1,333.54,197.65,331.89,197.04,30,
66,5,241.6,100.7,277.3,209.8,259.47,155.26,256.75,154.7,30,
66,6,551.5,282.3,611.5,408.8,581.49,345.56,581.12,344.94,30,
66,7,298.8,297.2,357.4,411.1,328.08,354.19,325.42,357.89,30,
66,10,616.9,185.7,656.1,288.5,636.52,237.09,634.39,236.26,29,
66,15,455.6,160.9,502.5,274.9,479.04,217.86,480.5,217.28,24,
66,18,46.2,284.0,106.6,409.0,76.41,346.53,75.02,350.98,20,
68,1,356.4,237.8,408.9,374.9,382.63,306.38,381.44,306.75,31,847.7
68,2,385.1,437.2,452.4,588.1,418.74,512.63,422.56,510.08,29,
68,3,311.6,134.1,360.4,263.5,335.98,198.81,334.35,198.1,31,
68,5,245.5,100.9,279.7,211.5,262.61,156.21,260.27,155.6,31,
68,6,550.7,283.4,605.9,408.6,578.3,346.0,579.43,345.58,31,
68,7,304.4,304.9,365.2,425.2,334.83,365.07,331.07,362.2,31,
68,10,617.9,187.1,659.9,291.7,638.9,239.4,637.09,238.14,30,
68,15,452.4,161.4,498.1,275.2,475.28,218.32,477.37,217.9,25,
68,18,48.0,282.9,107.5,402.6,77.76,342.77,76.66,346.05,21,
68,22,487.6,459.5,531.9,582.4,509.74,520.95,509.74,520.95,1,
70,1,359.3,236.0,410.1,372.3,384.68,304.16,383.38,305.2,32,854.86
70,2,387.5,437.8,449.4,583.6,418.48,510.7,420.11,510.45,30,
70,3,314.3,134.3,362.1,264.0,338.17,199.15,336.64,198.73,32,
70,5,251.2,99.9,287.1,212.2,269.12,156.06,265.58,155.88,32,
70,6,512.6,281.7,585.5,409.6,549.08,345.65,561.22,345.62,32,
70,7,306.0,307.1,364.2,430.5,335.1,368.81,333.49,366.16,32,
70,10,620.9,188.0,666.6,296.3,643.74,242.18,641.08,240.57,31,
70,15,450.9,164.1,495.6,280.2,473.22,222.13,474.88,220.44,26,
70,18,50.3,283.6,109.5,400.3,79.88,341.98,78.59,343.61,22,
70,22,490.6,454.7,539.4,582.7,515.04,518.69,512.92,519.6,2,
72,1,363.7,233.7,413.9,365.1,388.78,299.38,386.62,301.71,33,847.57
72,2,387.2,439.8,444.8,580.0,416.0,509.89,417.65,510.12,31,
72,3,317.9,136.0,364.2,265.3,341.02,200.62,339.27,199.86,33,
72,5,254.8,99.6,292.1,213.0,273.44,156.3,270.3,156.13,33,
72,6,494.1,272.5,580.4,408.0,537.24,340.24,546.83,342.39,33,
72,7,310.6,300.5,370.9,414.1,340.77,357.3,337.86,360.84,33,
72,10,622.6,188.4,671.0,299.7,646.76,244.03,644.49,242.64,32,
72,15,449.5,162.6,492.5,276.4,470.99,219.49,472.55,219.87,27,
72,18,53.5,282.3,113.4,399.5,83.43,340.87,81.49,341.97,23,
72,22,494.7,450.7,550.1,584.0,522.4,517.35,518.61,518.25,3,
74,1,364.2,234.3,412.8,363.1,388.48,298.71,387.73,299.91,34,851.27
74,2,380.1,440.7,438.0,575.9,409.05,508.3,412.49,509.03,32,
74,3,320.5,136.8,364.8,265.5,342.63,201.14,341.28,200.63,34,
74,5,257.4,99.2,298.2,213.5,277.82,156.32,274.81,156.24,34,
74,6,509.2,272.4,588.5,407.9,548.85,340.16,548.04,341.05,34,
74,7,312.0,306.8,370.5,424.8,341.23,365.82,339.88,363.83,34,
74,10,624.0,188.1,673.7,301.9,648.84,245.01,647.1,244.06,33,
74,15,449.0,164.7,490.9,278.9,469.91,221.75,470.97,221.0,28,
74,18,55.7,284.6,117.4,410.5,86.54,347.57,84.52,345.33,24,
74,22,498.5,448.9,555.2,585.6,526.88,517.27,523.57,517.66,4,
76,1,366.7,233.6,412.7,359.7,389.73,296.63,388.93,297.94,35,848.1
76,2,374.5,443.3,433.0,576.2,403.75,509.77,407.25,509.47,33,
76,3,323.8,137.1,366.5,265.2,345.17,201.17,343.61,200.95,35,
76,5,260.3,99.4,304.9,213.5,282.6,156.42,279.48,156.35,35,
76,6,514.3,271.8,589.4,407.6,551.81,339.68,550.3,340.23,35,
76,7,313.6,308.4,370.1,429.5,341.84,368.92,341.06,366.88,35,
76,10,625.5,187.3,676.7,302.9,651.12,245.13,649.51,244.7,34,
76,15,447.8,166.2,489.0,280.2,468.42,223.2,469.44,222.32,29,
76,18,57.7,277.8,119.9,404.2,88.84,340.99,87.11,342.72,25,
78,1,369.7,234.0,413.2,357.8,391.45,295.89,390.44,296.71,36,849.04
78,2,374.4,445.7,430.7,575.7,402.56,510.69,404.44,510.2,34,
78,3,327.4,137.8,369.6,265.4,348.51,201.57,346.55,201.33,36,
78,5,264.2,99.5,312.6,213.7,288.37,156.59,284.82,156.5,36,
78,6,517.7,272.3,588.7,407.9,553.21,340.09,552.05,340.15,36,
78,7,314.5,303.1,368.8,419.3,341.65,361.19,341.41,363.47,36,
78,10,630.7,186.5,683.7,304.3,657.2,245.43,654.13,245.14,35,
78,15,446.6,166.7,487.4,279.6,467.03,223.15,467.99,222.82,30,
78,18,60.7,273.8,122.2,401.6,91.48,337.72,89.73,339.72,26,
78,23,418.4,355.2,471.0,499.6,444.69,427.4,444.69,427.4,1,
80,1,372.2,234.1,413.9,355.9,393.04,294.96,392.0,295.66,37,881.47
80,2,371.9,450.8,426.6,578.1,399.22,514.45,401.31,512.75,35,
80,3,330.6,138.2,372.1,265.4,351.38,201.8,349.45,201.61,37,
80,5,267.4,99.3,318.8,213.5,293.08,156.37,289.78,156.42,37,
80,6,520.4,271.8,587.7,407.6,554.06,339.69,553.25,339.88,37,
80,7,317.1,307.9,372.4,429.9,344.76,368.88,343.42,366.71,37,
80,10,628.9,189.2,683.5,312.6,656.21,250.87,655.37,248.58,36,
80,15,445.4,168.3,486.5,281.3,465.96,224.78,466.77,224.0,31,
80,18,63.2,271.3,123.6,400.7,93.37,336.01,91.92,337.49,27,
80,22,505.9,449.1,567.1,581.3,536.47,515.18,531.31,516.18,5,
80,23,413.7,351.2,468.9,503.0,441.32,427.08,442.67,427.21,2,
82,1,374.9,232.4,415.4,351.4,395.15,291.89,393.89,293.4,38,852.06
82,2,368.1,456.0,425.6,578.6,396.84,517.33,398.63,515.5,36,
82,3,334.6,137.7,378.1,263.4,356.35,200.53,353.59,200.96,38,
82,5,271.8,98.7,323.6,213.5,297.7,156.13,294.53,156.25,38,
82,6,521.3,269.7,584.8,406.4,553.06,338.07,553.13,338.79,38,
82,7,320.2,308.1,375.5,432.8,347.83,370.43,346.07,368.95,38,
82,10,629.6,187.2,687.0,314.2,658.3,250.7,657.13,249.85,37,
