frame,obj_id,x1,y1,x2,y2,cx,cy,smooth_cx,smooth_cy,track_age,inf_ms
44,23,1215.9,421.2,1235.8,449.9,1225.84,435.55,1228.29,439.16,7,
44,26,747.1,305.0,756.4,328.7,751.73,316.89,752.47,315.85,20,
44,30,488.8,441.7,501.3,471.8,495.05,456.77,492.83,455.07,17,
44,42,778.8,364.6,794.2,392.6,786.53,378.62,797.86,381.29,7,
44,44,609.5,250.0,617.1,267.8,613.31,258.86,613.92,257.02,6,
44,46,1098.2,597.7,1114.7,631.2,1106.43,614.46,1106.46,615.55,11,
44,48,820.9,666.4,837.6,695.8,829.22,681.11,841.2,679.84,5,
44,53,508.6,508.7,521.7,534.0,515.17,521.34,512.4,521.04,6,
44,61,798.5,640.8,811.8,665.0,805.12,652.94,808.69,653.07,6,
44,63,737.0,437.0,751.2,464.7,744.13,450.84,740.14,451.92,8,
44,68,635.7,264.2,644.4,284.8,640.02,274.53,640.87,274.08,3,
44,69,513.8,81.8,523.9,96.3,518.85,89.04,517.74,88.08,3,
46,0,980.3,273.8,994.8,309.9,987.56,291.82,985.78,284.96,6,1157.39
46,2,564.3,564.8,580.9,592.2,572.58,578.5,565.75,575.68,17,
46,7,721.4,522.2,737.2,549.3,729.32,535.77,729.42,535.8,21,
46,12,351.9,619.1,372.7,651.9,362.28,635.48,358.02,633.16,20,
46,23,1215.3,420.3,1235.2,449.1,1225.26,434.69,1227.08,437.37,8,
46,26,746.4,305.8,755.5,329.4,750.93,317.6,751.85,316.55,21,
46,30,490.6,439.5,503.3,468.4,496.92,453.99,494.47,454.64,18,
46,42,773.9,362.9,790.6,391.3,782.28,377.13,791.63,379.62,8,
46,44,608.1,250.9,615.7,268.6,611.93,259.74,613.12,258.11,7,
46,46,1098.1,596.9,1114.6,630.4,1106.37,613.65,1106.42,614.79,12,
46,48,818.8,666.2,835.9,696.2,827.36,681.21,835.66,680.39,6,
46,53,510.5,507.9,523.9,534.0,517.19,520.95,514.32,521.01,7,
46,61,792.9,639.8,808.7,665.6,800.82,652.7,805.54,652.93,7,
46,63,742.0,434.7,756.3,462.8,749.13,448.78,743.73,450.66,9,
46,68,633.3,265.6,642.2,284.7,637.77,275.18,639.63,274.52,4,
46,69,514.4,82.6,525.0,97.2,519.66,89.93,518.51,88.82,4,
48,1,1006.3,252.8,1017.9,279.5,1012.09,266.16,1019.19,275.75,5,1149.57
48,2,565.9,565.2,582.0,592.4,573.92,578.78,569.02,576.92,18,
48,6,859.8,677.6,874.0,704.1,866.9,690.87,872.85,692.47,13,
48,7,721.7,522.2,737.5,549.4,729.61,535.79,729.49,535.8,22,
48,12,353.5,619.6,374.5,653.2,363.96,636.4,360.4,634.46,21,
48,26,746.2,306.0,755.1,329.5,750.65,317.78,751.37,317.04,22,
48,30,491.2,438.9,504.0,467.0,497.63,452.96,495.73,453.97,19,
48,42,772.1,362.2,789.8,390.7,780.95,376.44,787.36,378.35,9,
48,44,607.9,251.7,615.6,269.5,611.73,260.57,612.56,259.1,8,
48,53,511.0,507.5,524.7,534.2,517.89,520.82,515.75,520.93,8,
48,61,791.0,640.1,806.3,665.0,798.68,652.53,802.79,652.77,8,
48,63,743.7,433.9,758.0,462.3,750.86,448.09,746.58,449.63,10,
48,67,612.8,276.4,622.8,299.7,617.8,288.07,623.1,288.58,5,
48,68,632.4,266.3,641.6,284.6,637.01,275.42,638.59,274.88,5,
48,69,515.4,83.3,525.9,97.8,520.64,90.56,519.36,89.52,5,
